Дата продажи	Товар.Код	Отдел.Код	Час покупки	Количество	Сумма
03.12.2008	3382	2	17	2	594,79
03.12.2008	9943	2	10	1	29,58
03.12.2008	10208	2	20	2	13,84
03.12.2008	14282	2	13	1	198,08
03.12.2008	14807	2	11	1	566,34
03.12.2008	16534	2	11	1	16,24
03.12.2008	16534	2	12	9	146,19
03.12.2008	16534	2	13	2	32,49
03.12.2008	16534	2	14	4	64,97
03.12.2008	16534	2	16	4	64,97
03.12.2008	16534	2	17	9	146,19
03.12.2008	16534	2	18	8	129,95
03.12.2008	16534	2	19	1	16,24
03.12.2008	16534	2	20	21	341,11
03.12.2008	16534	2	21	2	32,49
03.12.2008	18333	2	18	1	10,78
03.12.2008	18429	2	16	1	10,49
03.12.2008	18511	2	17	4	16,77
03.12.2008	20855	2	12	1	42,72
03.12.2008	27459	2	17	1	82,04
03.12.2008	27994	2	21	1	41,52
03.12.2008	29505	2	20	1	533,71
03.12.2008	31787	2	13	1	415,8
03.12.2008	32055	2	19	2	15,05
03.12.2008	32055	2	21	1	7,53
03.12.2008	32273	2	12	1	149,72
03.12.2008	32585	2	16	6	70,32
03.12.2008	33656	2	18	1	403,77
03.12.2008	36554	2	12	1	14,04
03.12.2008	36554	2	17	1	14,04
03.12.2008	36554	2	18	3	42,12
03.12.2008	37083	2	16	2	100,39
03.12.2008	37086	2	15	1	28,72
03.12.2008	38164	2	19	1	17,26
03.12.2008	38223	2	19	1	96,66
03.12.2008	40418	2	19	1	80,34
03.12.2008	40418	2	21	1	80,34
03.12.2008	46325	2	13	1	11,43
03.12.2008	54419	2	16	1	52,22
03.12.2008	58183	2	20	1	211,11
03.12.2008	60753	2	17	1	49,08
03.12.2008	60753	2	20	1	56,84
03.12.2008	60753	2	21	1	56,84
03.12.2008	61224	2	17	1	48,52
03.12.2008	61230	2	16	2	113,22
03.12.2008	61230	2	18	2	113,22
03.12.2008	62537	2	15	1	43,68
03.12.2008	63783	2	13	1	326,25
03.12.2008	66644	2	20	1	421,55
03.12.2008	68551	2	12	2	114,23
03.12.2008	70570	2	19	2	5,11
03.12.2008	79038	2	13	1	7,6
03.12.2008	79038	2	19	1	7,6
03.12.2008	82028	2	13	1	83,75
03.12.2008	82231	2	12	1	36,78
03.12.2008	82533	2	20	4	44,54
03.12.2008	82545	2	21	1	285,71
03.12.2008	82635	2	17	1	146,21
03.12.2008	82849	2	14	4	100,7
03.12.2008	83417	2	14	1	17,57
03.12.2008	83494	2	17	1	5,34
03.12.2008	83568	2	21	2	336,61
03.12.2008	83609	2	14	1	3,43
03.12.2008	83609	2	16	1	3,43
03.12.2008	83609	2	18	2	6,86
03.12.2008	83609	2	20	3	10,3
03.12.2008	84112	2	15	6	205,45
03.12.2008	84112	2	19	5	171,02
03.12.2008	84190	2	12	1	76,5
03.12.2008	84936	2	20	1	51,52
03.12.2008	84936	2	21	2	103,72
03.12.2008	85612	2	12	1	15,62
03.12.2008	828	3	20	1	82
03.12.2008	1137	3	16	1	312,97
03.12.2008	1145	3	17	1	631,23
03.12.2008	1815	3	19	1	14,22
03.12.2008	3381	3	14	1	98,08
03.12.2008	3381	3	17	1	98,08
03.12.2008	5190	3	17	1	24,39
03.12.2008	9943	3	13	1	31,18
03.12.2008	10613	3	18	1	154,77
03.12.2008	13832	3	13	1	10,2
03.12.2008	14219	3	20	1	317,26
03.12.2008	16534	3	9	1	15,62
03.12.2008	16534	3	10	5	78,1
03.12.2008	16534	3	11	2	31,24
03.12.2008	16534	3	13	3	46,86
03.12.2008	16534	3	14	8	124,96
03.12.2008	16534	3	16	7	109,34
03.12.2008	16534	3	18	5	78,1
03.12.2008	16534	3	19	2	31,24
03.12.2008	16534	3	20	7	131,76
03.12.2008	17891	3	15	1	457,2
03.12.2008	18429	3	13	7	72,34
03.12.2008	18429	3	14	4	40,4
03.12.2008	20013	3	17	1	518,82
03.12.2008	20852	3	18	1	42,14
03.12.2008	21269	3	13	1	391,81
03.12.2008	22899	3	18	1	26,11
03.12.2008	23238	3	13	2	3,24
03.12.2008	24056	3	19	1	161,91
03.12.2008	25192	3	16	1	230,94
03.12.2008	27289	3	19	1	109,67
03.12.2008	28180	3	16	1	51,29
03.12.2008	31050	3	16	1	82,35
03.12.2008	31054	3	17	1	66,5
03.12.2008	32091	3	16	1	7,78
03.12.2008	35319	3	10	1	57,9
03.12.2008	35821	3	13	1	85,66
03.12.2008	35821	3	20	1	85,66
03.12.2008	36554	3	11	1	13,65
03.12.2008	36554	3	14	7	95,55
03.12.2008	36766	3	13	1	464,88
03.12.2008	38164	3	20	2	33,19
03.12.2008	38222	3	19	1	110,76
03.12.2008	38224	3	19	1	196,03
03.12.2008	38427	3	13	1	458,68
03.12.2008	38453	3	16	1	227,72
03.12.2008	43647	3	17	1	526,46
03.12.2008	47027	3	17	1	96,43
03.12.2008	47029	3	19	1	97,21
03.12.2008	48238	3	11	2	11,93
03.12.2008	48238	3	13	1	5,97
03.12.2008	48238	3	19	2	11,93
03.12.2008	48262	3	19	2	14,47
03.12.2008	52458	3	14	1	92,78
03.12.2008	54419	3	19	1	50,21
03.12.2008	61230	3	15	1	53,35
03.12.2008	62730	3	15	1	20,75
03.12.2008	63785	3	16	2	633,63
03.12.2008	64884	3	15	2	39,31
03.12.2008	64892	3	14	1	54,62
03.12.2008	67551	3	10	1	14,61
03.12.2008	70573	3	13	5	10,72
03.12.2008	70573	3	15	12	25,74
03.12.2008	70573	3	18	3	6,43
03.12.2008	71321	3	17	1	65,5
03.12.2008	74841	3	17	1	29,64
03.12.2008	76470	3	16	1	17,08
03.12.2008	77129	3	16	1	47,11
03.12.2008	79036	3	15	4	36,89
03.12.2008	79985	3	15	1	389,32
03.12.2008	82277	3	9	1	258,39
03.12.2008	82533	3	16	5	54,15
03.12.2008	82533	3	17	14	151,32
03.12.2008	82545	3	15	1	278,38
03.12.2008	82815	3	13	2	40,75
03.12.2008	82849	3	19	13	317,13
03.12.2008	83122	3	19	1	53,1
03.12.2008	83149	3	10	1	162,26
03.12.2008	83417	3	16	1	14,84
03.12.2008	83494	3	13	1	5,15
03.12.2008	83609	3	14	7	20,2
03.12.2008	83609	3	15	10	28,86
03.12.2008	83857	3	13	1	49,92
03.12.2008	84190	3	10	1	74,74
03.12.2008	84190	3	17	2	149,49
03.12.2008	84474	3	11	10	67,08
03.12.2008	84654	3	15	1	51,46
03.12.2008	84843	3	17	2	117,43
03.12.2008	84936	3	10	1	49,84
03.12.2008	84955	3	20	20	220,74
03.12.2008	85310	3	13	1	35,12
03.12.2008	85466	3	10	1	101,11
04.12.2008	828	1	11	2	169,46
04.12.2008	828	1	12	1	84,73
04.12.2008	2240	1	12	1	158,01
04.12.2008	2827	1	16	1	16,38
04.12.2008	3381	1	11	1	98,08
04.12.2008	3384	1	11	1	121,86
04.12.2008	4137	1	11	1	93,13
04.12.2008	10208	1	15	4	26,6
04.12.2008	10256	1	10	1	24,96
04.12.2008	10453	1	12	2	231,19
04.12.2008	10456	1	18	1	44,79
04.12.2008	11308	1	11	2	457,98
04.12.2008	11829	1	20	5	19,99
04.12.2008	16534	1	9	4	62,48
04.12.2008	16534	1	10	12	187,43
04.12.2008	16534	1	11	2	31,24
04.12.2008	16534	1	12	2	31,24
04.12.2008	16534	1	13	1	15,62
04.12.2008	16534	1	14	7	109,34
04.12.2008	16534	1	15	3	46,86
04.12.2008	16534	1	16	5	78,1
04.12.2008	16534	1	17	1	15,62
04.12.2008	16534	1	18	1	15,62
04.12.2008	18333	1	10	1	10,35
04.12.2008	18429	1	15	2	21,02
04.12.2008	18429	1	19	1	10,51
04.12.2008	20852	1	12	1	43,17
04.12.2008	20855	1	10	1	41,32
04.12.2008	21270	1	19	1	207,79
04.12.2008	22899	1	11	1	26,11
04.12.2008	23238	1	13	5	8,09
04.12.2008	24910	1	13	2	110,49
04.12.2008	25191	1	18	1	261,26
04.12.2008	27458	1	14	1	67,57
04.12.2008	27459	1	12	1	78,6
04.12.2008	32055	1	10	1	8,31
04.12.2008	32055	1	18	2	16,61
04.12.2008	32055	1	20	2	16,61
04.12.2008	32427	1	13	1	127,35
04.12.2008	32438	1	18	1	171,81
04.12.2008	32585	1	12	3	33,81
04.12.2008	32585	1	13	2	22,54
04.12.2008	32585	1	16	1	11,27
04.12.2008	33552	1	14	1	12,05
04.12.2008	36509	1	12	1	14,49
04.12.2008	36509	1	18	1	14,49
04.12.2008	37083	1	16	1	49,88
04.12.2008	38222	1	20	1	113,16
04.12.2008	39485	1	12	2	154,56
04.12.2008	39485	1	17	1	77,28
04.12.2008	45810	1	11	1	275,63
04.12.2008	45882	1	15	1	113,68
04.12.2008	46207	1	13	1	54,42
04.12.2008	46207	1	15	1	54,42
04.12.2008	47027	1	16	1	101,36
04.12.2008	47028	1	12	1	95,41
04.12.2008	50111	1	15	1	27,61
04.12.2008	50646	1	11	1	238
04.12.2008	50646	1	20	1	238
04.12.2008	52145	1	19	1	148,57
04.12.2008	54419	1	10	1	47,54
04.12.2008	54419	1	16	1	47,54
04.12.2008	54419	1	17	1	47,77
04.12.2008	57046	1	9	1	295,74
04.12.2008	58040	1	12	1	19,36
04.12.2008	58181	1	19	1	311,82
04.12.2008	58182	1	16	1	376,92
04.12.2008	60065	1	19	1	219,86
04.12.2008	62535	1	13	2	102,22
04.12.2008	62535	1	16	3	154,75
04.12.2008	62535	1	17	1	52,53
04.12.2008	62799	1	12	1	81,3
04.12.2008	64892	1	17	1	55,44
04.12.2008	66644	1	11	1	398,87
04.12.2008	67551	1	18	1	14,61
04.12.2008	67552	1	18	1	14,45
04.12.2008	68036	1	9	1	134,51
04.12.2008	68036	1	18	2	269,02
04.12.2008	68036	1	20	2	269,02
04.12.2008	68776	1	16	1	183,28
04.12.2008	70282	1	17	1	235,85
04.12.2008	70282	1	20	1	235,85
04.12.2008	70573	1	15	2	4,29
04.12.2008	70573	1	17	5	10,72
04.12.2008	70573	1	20	3	6,43
04.12.2008	75311	1	20	1	202,98
04.12.2008	76787	1	12	1	172,85
04.12.2008	77129	1	12	1	51,75
04.12.2008	82154	1	14	1	48,87
04.12.2008	82260	1	15	3	44,46
04.12.2008	82533	1	14	4	43,13
04.12.2008	82545	1	10	1	311,82
04.12.2008	82729	1	17	1	132,19
04.12.2008	82849	1	20	10	273,19
04.12.2008	83052	1	17	1	21,02
04.12.2008	83122	1	12	1	59,53
04.12.2008	83417	1	14	1	19,3
04.12.2008	83452	1	12	1	33,25
04.12.2008	83452	1	13	1	33,25
04.12.2008	83452	1	15	2	66,5
04.12.2008	83494	1	11	1	5,17
04.12.2008	83494	1	15	2	10,33
04.12.2008	83609	1	11	3	9,89
04.12.2008	83609	1	12	3	9,89
04.12.2008	83609	1	13	7	23,07
04.12.2008	83609	1	15	1	3,3
04.12.2008	83609	1	16	1	3,3
04.12.2008	84190	1	12	1	73,81
04.12.2008	84474	1	14	1	7,23
04.12.2008	84856	1	10	1	20,92
04.12.2008	84856	1	12	1	20,92
04.12.2008	85568	1	11	2	24,18
04.12.2008	85568	1	14	2	24,18
04.12.2008	1813	2	18	1	50,56
04.12.2008	1830	2	10	1	16,42
04.12.2008	9240	2	13	1	6,51
04.12.2008	9240	2	17	2	13,03
04.12.2008	13488	2	11	2	39,7
04.12.2008	16534	2	10	4	64,97
04.12.2008	16534	2	11	2	32,49
04.12.2008	16534	2	12	8	129,95
04.12.2008	16534	2	13	4	64,97
04.12.2008	16534	2	14	4	64,97
04.12.2008	16534	2	15	9	146,19
04.12.2008	16534	2	16	4	64,97
04.12.2008	16534	2	17	7	113,7
04.12.2008	16534	2	18	5	81,22
04.12.2008	16534	2	19	2	32,49
04.12.2008	16534	2	20	22	357,36
04.12.2008	16684	2	12	3	153,35
04.12.2008	18429	2	14	3	31,47
04.12.2008	18429	2	18	2	20,98
04.12.2008	18440	2	11	3	6,03
04.12.2008	18477	2	19	3	58,85
04.12.2008	18511	2	13	2	8,38
04.12.2008	18511	2	15	2	8,38
04.12.2008	18511	2	16	4	16,77
04.12.2008	20852	2	11	3	131,51
04.12.2008	24061	2	12	1	278,67
04.12.2008	32055	2	12	2	15,05
04.12.2008	35821	2	12	1	90,91
04.12.2008	36259	2	17	2	304,59
04.12.2008	36554	2	12	2	28,08
04.12.2008	36554	2	13	2	28,08
04.12.2008	36554	2	15	2	28,08
04.12.2008	36554	2	18	2	28,08
04.12.2008	38164	2	14	1	17,26
04.12.2008	38222	2	18	1	117,19
04.12.2008	40596	2	14	1	47,4
04.12.2008	43699	2	12	2	26,52
04.12.2008	46207	2	12	1	50,76
04.12.2008	47028	2	14	2	194,06
04.12.2008	50470	2	17	1	170,66
04.12.2008	54419	2	11	1	52,22
04.12.2008	54419	2	14	1	52,22
04.12.2008	54419	2	18	1	52,22
04.12.2008	54419	2	19	2	104,44
04.12.2008	60753	2	11	2	113,68
04.12.2008	60761	2	21	1	59,22
04.12.2008	61224	2	16	1	48,52
04.12.2008	61230	2	12	1	56,61
04.12.2008	61230	2	16	1	56,61
04.12.2008	62535	2	14	1	52,88
04.12.2008	62535	2	17	1	52,88
04.12.2008	62773	2	17	1	95,92
04.12.2008	67552	2	12	2	18,64
04.12.2008	70570	2	10	1	2,55
04.12.2008	70570	2	12	3	7,66
04.12.2008	70570	2	16	1	2,55
04.12.2008	71804	2	12	1	42,1
04.12.2008	73609	2	12	1	428,69
04.12.2008	78269	2	12	1	47,13
04.12.2008	78558	2	12	1	35,24
04.12.2008	78558	2	14	1	35,24
04.12.2008	82028	2	12	1	89,74
04.12.2008	82143	2	16	2	47,7
04.12.2008	82533	2	12	4	44,54
04.12.2008	82815	2	18	1	20,53
04.12.2008	83052	2	12	1	20,71
04.12.2008	83282	2	13	1	32,9
04.12.2008	83417	2	11	1	17,57
04.12.2008	83417	2	15	2	35,14
04.12.2008	83478	2	19	1	5,3
04.12.2008	83609	2	15	49	168,17
04.12.2008	83609	2	16	1	3,43
04.12.2008	84112	2	12	1	34,2
04.12.2008	84190	2	13	2	153
04.12.2008	84676	2	10	21	144,96
04.12.2008	84676	2	11	1	6,9
04.12.2008	84676	2	12	1	6,9
04.12.2008	84766	2	14	1	24,73
04.12.2008	84812	2	14	1	28,12
04.12.2008	84843	2	13	1	58,29
04.12.2008	84856	2	13	1	21,64
04.12.2008	84872	2	16	1	25,45
04.12.2008	85612	2	20	4	62,48
04.12.2008	828	3	13	1	82
04.12.2008	1145	3	9	1	631,23
04.12.2008	3381	3	16	2	196,17
04.12.2008	3382	3	18	1	281,7
04.12.2008	7009	3	10	1	172,18
04.12.2008	10650	3	11	1	29,8
04.12.2008	11816	3	13	2	220,15
04.12.2008	11816	3	14	1	111,44
04.12.2008	14185	3	15	1	18,23
04.12.2008	14185	3	19	1	18,23
04.12.2008	16534	3	12	12	241,25
04.12.2008	16534	3	14	4	80,42
04.12.2008	16534	3	15	5	100,52
04.12.2008	16560	3	12	1	7,31
04.12.2008	18194	3	13	1	44,65
04.12.2008	18301	3	12	1	10,35
04.12.2008	18301	3	16	4	41,42
04.12.2008	18429	3	10	1	10,1
04.12.2008	19463	3	12	1	211,09
04.12.2008	19529	3	18	1	202,08
04.12.2008	20852	3	11	1	42,14
04.12.2008	20852	3	15	1	42,14
04.12.2008	20852	3	20	1	42,14
04.12.2008	20855	3	13	1	39,31
04.12.2008	21929	3	13	1	141,24
04.12.2008	21930	3	13	1	136,31
04.12.2008	22899	3	11	1	26,11
04.12.2008	25192	3	15	1	230,94
04.12.2008	27289	3	15	1	109,67
04.12.2008	27459	3	19	1	91,44
04.12.2008	27656	3	19	1	387,72
04.12.2008	31050	3	13	1	82,35
04.12.2008	33338	3	9	1	101,89
04.12.2008	33338	3	18	1	101,89
04.12.2008	34680	3	16	1	82,84
04.12.2008	35821	3	14	1	85,66
04.12.2008	35821	3	17	1	85,66
04.12.2008	35821	3	19	1	85,66
04.12.2008	35839	3	14	1	142,64
04.12.2008	36259	3	10	1	146,44
04.12.2008	36259	3	11	1	146,44
04.12.2008	36554	3	10	1	13,65
04.12.2008	36554	3	12	2	27,3
04.12.2008	36554	3	14	1	13,65
04.12.2008	36554	3	15	1	13,65
04.12.2008	36554	3	16	3	40,95
04.12.2008	36554	3	18	1	13,65
04.12.2008	38164	3	14	2	33,19
04.12.2008	39850	3	18	1	135,21
04.12.2008	41527	3	18	1	449,67
04.12.2008	47028	3	15	1	98,24
04.12.2008	47035	3	17	1	185,5
04.12.2008	48238	3	10	3	17,9
04.12.2008	48238	3	14	11	65,64
04.12.2008	48238	3	15	1	5,97
04.12.2008	48238	3	18	1	5,97
04.12.2008	50470	3	20	1	173,22
04.12.2008	52126	3	17	1	264,91
04.12.2008	52458	3	10	1	92,78
04.12.2008	54419	3	14	1	50,21
04.12.2008	57047	3	16	1	450,35
04.12.2008	60753	3	13	1	51,38
04.12.2008	60753	3	16	1	51,38
04.12.2008	61224	3	14	1	50,13
04.12.2008	61230	3	15	1	53,35
04.12.2008	62537	3	13	1	43,84
04.12.2008	62537	3	14	2	86,77
04.12.2008	62727	3	18	1	22,35
04.12.2008	64915	3	15	1	99,7
04.12.2008	68036	3	15	4	553,88
04.12.2008	68036	3	16	3	415,41
04.12.2008	68551	3	17	1	54,91
04.12.2008	69359	3	12	1	342,11
04.12.2008	70573	3	16	1	2,14
04.12.2008	71325	3	10	1	65,5
04.12.2008	74841	3	14	1	36,13
04.12.2008	80351	3	15	1	227,47
04.12.2008	82849	3	13	3	79,03
04.12.2008	82849	3	17	5	136,6
04.12.2008	82849	3	20	10	273,19
04.12.2008	83029	3	11	1	41,11
04.12.2008	83122	3	9	1	53,1
04.12.2008	83122	3	12	1	53,1
04.12.2008	83122	3	15	1	53,1
04.12.2008	83454	3	11	1	33,77
04.12.2008	83494	3	10	1	5,15
04.12.2008	83494	3	11	2	10,3
04.12.2008	83568	3	16	2	323,8
04.12.2008	83609	3	11	1	2,89
04.12.2008	83609	3	12	1	2,89
04.12.2008	83609	3	19	1	2,89
04.12.2008	84190	3	11	1	74,74
04.12.2008	84190	3	17	1	73,81
04.12.2008	84190	3	19	1	73,81
04.12.2008	84474	3	15	5	33,54
04.12.2008	84474	3	19	2	13,42
04.12.2008	84856	3	13	3	62,48
04.12.2008	84856	3	14	1	20,83
04.12.2008	84856	3	16	1	20,83
04.12.2008	84872	3	13	1	23,4
04.12.2008	85033	3	12	1	44,71
04.12.2008	85314	3	11	1	122,25
05.12.2008	828	1	13	1	84,73
05.12.2008	2236	1	19	1	166,2
05.12.2008	3381	1	12	1	98,08
05.12.2008	4137	1	14	1	93,13
05.12.2008	4138	1	14	1	78,74
05.12.2008	4751	1	10	2	165,71
05.12.2008	4751	1	13	1	82,86
05.12.2008	4751	1	15	1	82,86
05.12.2008	10208	1	19	2	13,3
05.12.2008	10456	1	12	1	44,79
05.12.2008	12786	1	12	20	212,16
05.12.2008	13488	1	14	1	20,4
05.12.2008	16534	1	9	8	124,96
05.12.2008	16534	1	10	1	15,62
05.12.2008	16534	1	12	4	62,48
05.12.2008	16534	1	14	1	15,62
05.12.2008	16534	1	15	4	62,48
05.12.2008	16534	1	16	3	46,86
05.12.2008	16534	1	18	2	31,24
05.12.2008	16534	1	19	1	15,62
05.12.2008	16534	1	20	2	31,24
05.12.2008	18440	1	14	1	1,91
05.12.2008	18440	1	20	2	3,82
05.12.2008	20852	1	14	1	43,17
05.12.2008	20852	1	15	1	43,17
05.12.2008	21040	1	13	1	189,31
05.12.2008	21269	1	12	1	362,78
05.12.2008	22363	1	11	1	165,05
05.12.2008	22899	1	17	1	26,11
05.12.2008	24910	1	11	3	164,56
05.12.2008	25191	1	9	1	261,26
05.12.2008	27520	1	18	1	200,03
05.12.2008	27994	1	11	1	44,77
05.12.2008	27994	1	19	1	44,77
05.12.2008	28616	1	20	1	44,81
05.12.2008	31048	1	13	1	71
05.12.2008	31048	1	16	1	71
05.12.2008	32435	1	15	2	38,65
05.12.2008	32585	1	11	1	11,27
05.12.2008	32585	1	12	3	33,81
05.12.2008	33338	1	16	2	210,21
05.12.2008	35694	1	13	2	250,73
05.12.2008	35821	1	16	1	93,31
05.12.2008	35825	1	14	1	101,11
05.12.2008	36259	1	15	1	146,44
05.12.2008	36259	1	16	1	146,44
05.12.2008	36509	1	12	1	14,49
05.12.2008	36509	1	18	1	14,49
05.12.2008	38164	1	12	2	33,19
05.12.2008	38222	1	10	1	113,16
05.12.2008	41527	1	11	1	438,73
05.12.2008	43699	1	17	1	12,75
05.12.2008	44101	1	13	2	22,54
05.12.2008	44291	1	11	1	72,4
05.12.2008	45910	1	10	1	78,78
05.12.2008	46207	1	17	1	50,95
05.12.2008	47027	1	10	1	101,36
05.12.2008	47030	1	12	1	99,92
05.12.2008	47863	1	14	1	55,5
05.12.2008	50646	1	19	1	262,43
05.12.2008	50646	1	20	1	262,43
05.12.2008	50850	1	16	1	41,22
05.12.2008	51294	1	13	1	341,85
05.12.2008	52827	1	10	5	23,79
05.12.2008	52827	1	14	1	4,76
05.12.2008	57935	1	13	1	122,25
05.12.2008	58040	1	13	1	19,36
05.12.2008	61172	1	15	1	183,42
05.12.2008	61224	1	13	1	43,27
05.12.2008	61229	1	11	1	32,72
05.12.2008	61402	1	19	1	36,07
05.12.2008	62535	1	12	2	104,87
05.12.2008	62535	1	15	1	52,44
05.12.2008	62773	1	18	1	98,4
05.12.2008	62799	1	13	2	162,59
05.12.2008	67551	1	12	1	14,61
05.12.2008	68036	1	10	1	134,51
05.12.2008	68036	1	19	2	269,02
05.12.2008	70280	1	20	1	343,61
05.12.2008	70282	1	12	1	235,85
05.12.2008	70282	1	14	1	235,85
05.12.2008	70340	1	15	1	182,01
05.12.2008	70570	1	16	10	24,57
05.12.2008	70573	1	9	4	8,58
05.12.2008	70573	1	12	10	21,45
05.12.2008	80956	1	16	1	351,99
05.12.2008	82260	1	13	3	44,52
05.12.2008	82260	1	14	1	14,84
05.12.2008	82533	1	10	6	64,7
05.12.2008	82545	1	10	1	311,82
05.12.2008	82545	1	12	1	311,82
05.12.2008	82745	1	15	1	19,48
05.12.2008	82849	1	19	5	136,6
05.12.2008	83052	1	13	1	21,02
05.12.2008	83216	1	12	1	18,19
05.12.2008	83229	1	19	1	41,34
05.12.2008	83251	1	19	1	32,08
05.12.2008	83417	1	15	2	38,61
05.12.2008	83417	1	17	1	19,3
05.12.2008	83452	1	14	1	33,25
05.12.2008	83494	1	11	2	10,33
05.12.2008	83494	1	12	2	10,33
05.12.2008	83494	1	13	1	5,17
05.12.2008	83494	1	15	1	5,17
05.12.2008	83494	1	16	4	20,67
05.12.2008	83604	1	13	1	38,67
05.12.2008	83609	1	12	6	19,77
05.12.2008	83609	1	16	4	13,18
05.12.2008	84190	1	12	1	73,81
05.12.2008	84676	1	13	1	6,63
05.12.2008	84766	1	13	1	24
05.12.2008	84936	1	11	2	99,68
05.12.2008	85631	1	12	1	26,73
05.12.2008	2290	2	17	1	186,56
05.12.2008	3381	2	14	1	98,65
05.12.2008	3381	2	16	1	98,65
05.12.2008	9240	2	11	2	13,03
05.12.2008	9943	2	14	1	29,13
05.12.2008	10209	2	17	2	13,14
05.12.2008	10209	2	19	1	6,57
05.12.2008	10650	2	16	1	31,2
05.12.2008	12007	2	16	1	128
05.12.2008	12786	2	15	4	42,98
05.12.2008	15723	2	13	1	76,81
05.12.2008	16534	2	10	5	81,22
05.12.2008	16534	2	11	7	113,7
05.12.2008	16534	2	12	4	64,97
05.12.2008	16534	2	13	14	227,41
05.12.2008	16534	2	14	2	32,49
05.12.2008	16534	2	15	7	113,7
05.12.2008	16534	2	16	1	16,24
05.12.2008	16534	2	17	8	129,95
05.12.2008	16534	2	18	1	16,24
05.12.2008	16534	2	19	1	16,24
05.12.2008	16534	2	20	17	276,14
05.12.2008	17293	2	12	1	177,35
05.12.2008	18333	2	15	1	10,78
05.12.2008	18333	2	16	1	10,78
05.12.2008	18429	2	15	1	10,92
05.12.2008	18429	2	17	1	10,92
05.12.2008	18440	2	21	1	2,01
05.12.2008	18511	2	11	4	16,77
05.12.2008	18511	2	14	1	4,19
05.12.2008	18511	2	20	1	4,19
05.12.2008	19463	2	12	1	220,56
05.12.2008	19529	2	14	1	199,66
05.12.2008	21269	2	13	1	385,09
05.12.2008	23721	2	15	1	29,93
05.12.2008	27459	2	13	1	82,31
05.12.2008	27494	2	12	1	166,74
05.12.2008	27494	2	20	1	166,74
05.12.2008	27991	2	12	1	49
05.12.2008	32055	2	19	2	15,05
05.12.2008	32435	2	14	1	20,1
05.12.2008	33338	2	12	2	202,06
05.12.2008	33436	2	11	1	9,87
05.12.2008	33436	2	18	1	9,87
05.12.2008	33513	2	13	2	27,18
05.12.2008	35694	2	13	1	127,67
05.12.2008	35821	2	15	1	89,08
05.12.2008	35839	2	12	1	146,97
05.12.2008	36554	2	13	3	42,12
05.12.2008	36554	2	14	2	28,08
05.12.2008	36554	2	15	4	56,16
05.12.2008	36554	2	20	2	28,29
05.12.2008	37083	2	12	1	50,19
05.12.2008	38224	2	12	1	194,1
05.12.2008	40418	2	16	1	80,34
05.12.2008	47021	2	12	1	115,79
05.12.2008	47028	2	19	1	97,03
05.12.2008	47028	2	20	1	97,03
05.12.2008	47030	2	12	1	105,34
05.12.2008	48262	2	13	2	15,05
05.12.2008	50111	2	12	1	29
05.12.2008	50646	2	13	1	272,92
05.12.2008	50646	2	15	1	272,92
05.12.2008	52126	2	15	1	250,13
05.12.2008	54255	2	14	1	51,29
05.12.2008	54419	2	11	1	52,22
05.12.2008	54419	2	15	1	52,22
05.12.2008	54419	2	20	1	52,22
05.12.2008	56666	2	18	1	57,52
05.12.2008	58592	2	12	1	166,63
05.12.2008	60761	2	12	2	118,44
05.12.2008	61224	2	14	1	48,52
05.12.2008	61229	2	16	1	32,35
05.12.2008	61402	2	14	2	73,71
05.12.2008	62534	2	16	1	94,87
05.12.2008	62535	2	10	1	52,88
05.12.2008	62535	2	12	1	52,88
05.12.2008	62535	2	14	1	52,88
05.12.2008	62535	2	15	1	52,88
05.12.2008	62535	2	16	2	107,52
05.12.2008	62535	2	20	1	52,88
05.12.2008	62799	2	21	1	84,55
05.12.2008	63785	2	17	1	327,15
05.12.2008	65829	2	13	1	134,96
05.12.2008	67551	2	15	1	15,19
05.12.2008	67552	2	11	1	9,32
05.12.2008	69242	2	15	1	52,42
05.12.2008	69359	2	17	1	361,57
05.12.2008	70340	2	17	1	189,29
05.12.2008	70570	2	13	6	15,33
05.12.2008	75406	2	17	1	337,9
05.12.2008	77129	2	11	1	50,78
05.12.2008	79124	2	15	1	47,68
05.12.2008	82143	2	20	2	47,7
05.12.2008	82545	2	17	2	571,43
05.12.2008	82729	2	15	1	134,88
05.12.2008	83012	2	12	1	20,51
05.12.2008	83417	2	11	1	17,57
05.12.2008	83417	2	19	1	17,57
05.12.2008	83478	2	14	1	5,3
05.12.2008	83494	2	11	1	5,48
05.12.2008	83571	2	11	1	81,98
05.12.2008	83609	2	14	4	13,73
05.12.2008	83609	2	16	1	3,43
05.12.2008	83609	2	17	2	6,86
05.12.2008	83609	2	18	4	13,73
05.12.2008	83609	2	21	2	6,86
05.12.2008	84112	2	14	1	34,2
05.12.2008	84112	2	20	1	34,2
05.12.2008	84676	2	12	3	20,71
05.12.2008	84676	2	13	2	13,81
05.12.2008	84676	2	18	2	13,81
05.12.2008	84713	2	12	1	154,21
05.12.2008	85307	2	14	1	23,17
05.12.2008	85386	2	18	1	25,16
05.12.2008	85391	2	15	1	338,11
05.12.2008	828	3	18	2	163,99
05.12.2008	1843	3	17	1	16,24
05.12.2008	3381	3	15	1	98,08
05.12.2008	4138	3	11	1	80,89
05.12.2008	5190	3	15	1	24,39
05.12.2008	9240	3	11	1	6,26
05.12.2008	10367	3	9	1	157,29
05.12.2008	11931	3	17	1	20,24
